RECORD,hbpermin,Pseg,PQseg,QRSseg,QRseg,QTseg,RSseg,STseg,Tseg,PTseg,ECGseg,QRtoQSdur,RStoQSdur,RRmean,PPmean,PQdis,PonQdis,PRdis,PonRdis,PSdis,PonSdis,PTdis,PonTdis,PToffdis,QRdis,QSdis,QTdis,QToffdis,RSdis,RTdis,RToffdis,STdis,SToffdis,PonToffdis,PonPQang,PQRang,QRSang,RSTang,STToffang,RRTot,NNTot,SDRR,IBIM,IBISD,SDSD,RMSSD,QRSarea,QRSperi,PQslope,QRslope,RSslope,STslope,NN50,pNN50,ECG_signal
453,94.5,0.063850467,0.097794393,0.092074766,0.047327103,0.178841121,0.044747664,0.086766355,0.083738318,0.276635514,0.353682243,NaN,NaN,158.1935484,158.1290323,25.17920721,33.69434917,38.87262008,47.38863758,51.38856064,59.90404983,72.96787433,81.48395303,83.66142363,13.70575301,26.21000723,47.79136572,58.48419502,12.53390918,34.0979956,44.79212805,21.58493412,32.27547726,92.17742673,NaN,NaN,NaN,NaN,1.621413129,63,106,66.91950839,132.8018868,54.9998562,86.32485846,171.7655942,7.845778071,52.44966943,-0.011362261,NaN,NaN,0.017496656,22,20.75471698,AFF
454,84.82142857,0.058093458,0.098280374,0.083439252,0.041943925,0.178056075,0.041495327,0.094616822,0.095850467,0.276336449,0.351588785,0.002009734,0.001990266,175.7857143,175.8571429,25.64807916,33.21743805,36.72048061,44.29193463,47.68171549,55.25215171,72.87500823,80.44647474,83.64290772,11.13333176,22.03580684,47.23501785,58.00150422,11.0311432,36.16667139,46.93471047,25.20274481,35.9672093,91.21429236,NaN,-7.158889864,12.20485364,-7.497723759,1.839606058,57,106,40.21758423,145.6886792,36.684497,62.62084779,180.3276779,13.02200639,44.20028179,-0.020678829,0.104675156,-0.109206849,0.022120518,18,16.98113208,AFF
455,56.54761905,0.052747664,0.081869159,0.054429907,0.027514019,0.152261682,0.026915888,0.097831776,0.125943925,0.234130841,0.325046729,NaN,NaN,262.7297297,262.7297297,13.63880158,16.00273184,14.55748333,16.92167684,15.34151427,17.70551912,42.48976623,44.86719136,68.97450112,0.922361808,1.702847849,28.93245922,55.41357507,0.790393979,28.01345937,54.49510979,27.23138424,53.71140798,71.35220657,NaN,NaN,NaN,NaN,1.840211488,38,106,35.42609257,174.9528302,56.18950154,61.19586925,265.1073724,1.440600678,3.415603636,-0.102448954,NaN,NaN,0.033176263,4,3.773584906,AFF
456,59.52380952,0.05117757,0.087775701,0.084336449,0.042018692,0.178691589,0.042317757,0.09435514,0.092560748,0.26646729,0.337607477,0.001958696,0.002041304,250.6666667,250.3076923,17.94329681,22.58152092,29.03783009,33.67886613,40.59471481,45.23488532,65.48718879,70.12824158,75.82061591,11.215488,22.66720194,47.57005928,57.90107919,11.65363785,36.47110307,46.80431195,24.90484504,35.23437532,80.46160155,NaN,-11.09917071,15.24519397,-8.506900816,2.000321374,40,106,43.61388472,172.5943396,54.50215447,66.3926716,254.4326015,17.16485179,45.53632779,-0.051812591,0.142939959,-0.124751046,0.024372878,16,15.09433962,AFF
457,114.5833333,0.053308411,0.07528972,0.035514019,0.017831776,0.133981308,0.017682243,0.09846729,0.105046729,0.209271028,0.277009346,NaN,NaN,130.0657895,130.0657895,17.4207396,22.20095519,20.49998478,25.2812153,23.44803736,28.22819308,48.81828919,53.63165893,60.60744031,3.094385252,6.027500758,31.45692416,43.24316113,2.977996921,28.37957998,40.16687375,25.43700891,37.22016406,65.42111049,NaN,NaN,NaN,NaN,NaN,77,106,24.47895741,120.5943396,22.33052717,32.25723278,132.3492688,3.967185244,12.09988293,-0.079703322,NaN,NaN,0.037069787,27,25.47169811,AFF
458,62.5,0.061869159,0.069831776,0.028971963,0.014504673,0.125570093,0.01446729,0.096598131,0.124971963,0.195401869,0.291401869,NaN,NaN,236.2195122,236.2195122,13.07330347,23.5805792,13.07330347,23.5805792,13.07330347,23.5805792,38.58898218,49.14653886,63.53859569,0,0,25.59968024,50.54470458,0,25.59968024,50.54470458,25.59968024,50.54470458,74.09766583,NaN,NaN,NaN,NaN,NaN,42,106,2.691560388,164.6698113,44.74166822,3.047950131,236.2348459,0,0,-0.10601909,NaN,NaN,0.033391997,1,0.943396226,AFF
459,94.5,0.053981308,0.06953271,0.030654206,0.015364486,0.128934579,0.01528972,0.098280374,0.128336449,0.19846729,0.286542056,NaN,NaN,156.6129032,156.6129032,14.62039385,20.06501252,16.4431424,21.88805336,18.18487477,23.62957407,43.51907368,49.00004688,63.43690436,1.829314228,3.564622295,28.96210922,48.87816288,1.751381452,27.13989462,47.05633102,25.39864743,45.3141056,68.91938016,NaN,NaN,NaN,NaN,NaN,63,106,41.8130844,137.5566038,35.30972451,63.14348079,162.0985363,2.039733466,7.145317976,-0.08778445,NaN,NaN,0.030070478,25,23.58490566,AFF
460,58.5,0.060373832,0.079252336,0.05611215,0.028336449,0.139551402,0.027775701,0.083439252,0.102766355,0.218803738,0.299439252,0.002040182,0.001959818,252.7105263,252.7368421,21.58718525,29.45110459,32.7452177,40.61451423,43.45437681,51.31995045,58.31581113,66.18426354,71.44750723,11.23767798,21.86923101,36.74097965,49.87053688,10.81825913,25.59107811,38.7208171,14.8869635,28.00781595,79.31579076,2.499479194,-8.377100984,14.87729081,-10.95843426,3.495890154,39,106,3.202859699,172.490566,48.29759067,3.608892515,252.7308221,15.58287824,43.92516812,-0.027501266,0.119290686,-0.141910229,0.050361188,0,0,AFF
461,123.5119048,0.055364486,0.061981308,0.015028037,0.007401869,0.144747664,0.007626168,0.129719626,0.098654206,0.206728972,0.286691589,NaN,NaN,120.3780488,120.3780488,13.43474468,19.15411541,13.7518365,19.4712516,14.04449627,19.76387869,49.11240196,54.87810133,63.66076521,0.317836624,0.609769472,35.75403025,50.29946861,0.293809776,35.43702973,49.98248921,35.14444545,49.68977189,69.42686929,NaN,NaN,NaN,NaN,1.585453648,83,106,24.36993362,115.5,21.96328105,33.22749085,122.8200647,0.298284684,1.221415871,-0.101711426,NaN,NaN,0.024358791,25,23.58490566,AFF
462,105.6547619,0.061495327,0.122953271,0.080934579,0.042018692,0.182429907,0.038915888,0.101495327,0.116598131,0.305383178,0.401383178,0.002100045,0.001899955,141.3857143,141.3857143,36.40505687,44.05851217,49.80242958,57.46202832,61.93441422,69.5882337,86.15733723,93.81432179,105.171831,13.4446769,25.52979589,49.75897299,68.77217562,12.20242001,36.36333246,55.37693106,24.23804235,43.24668894,112.828577,2.90195059,-5.611819313,10.96266663,-7.910902018,NaN,71,106,3.159081499,129.2075472,10.27253783,3.065825478,141.4210027,15.58647459,51.1768928,-0.016574016,0.081556139,-0.110412541,0.028117253,0,0,AFF
463,71.42857143,0.065271028,0.097943925,0.076934579,0.038915888,0.159327103,0.038018692,0.082392523,0.09435514,0.257271028,0.342990654,0.002007246,0.001992754,209.9574468,210,22.60232804,29.53592357,34.28741827,41.22332007,45.8811467,52.81509645,59.2769543,66.21333449,73.61707518,11.76399229,23.27938415,36.68836402,51.02326976,11.72788136,25.00853215,39.35176707,13.44948678,27.75650679,80.55319724,NaN,-8.214949324,15.42993707,-13.31466026,5.881297832,48,106,2.96043015,160.1698113,33.36892214,3.53004924,209.978317,18.32104188,46.77125781,-0.0244123,0.119540737,-0.151484976,0.082238432,0,0,AFF
464,71.42857143,0.058093458,0.107327103,0.070280374,0.035813084,0.162429907,0.03446729,0.092149533,0.099663551,0.269757009,0.350504673,NaN,NaN,210.3829787,210.4042553,27.7757569,34.19455645,37.70917228,44.13359173,47.30874243,53.72789631,66.00033606,72.42565039,78.34117148,9.9803427,19.53366369,38.2377474,50.57590167,9.667447449,28.30453032,40.6448027,18.7181625,31.04824663,84.76598753,NaN,NaN,NaN,NaN,NaN,48,106,39.66913865,160.3584906,42.71458198,37.95858852,214.0902574,11.45878641,39.18145384,-0.025797142,NaN,NaN,0.042748748,5,4.716981132,AFF
465,101.1904762,0.066392523,0.063401869,0.016037383,0.007962617,0.119401869,0.008074766,0.103364486,0.148373832,0.182803738,0.305981308,NaN,NaN,147.7910448,147.7910448,13.08077543,23.43633627,13.08077543,23.43633627,13.08077543,23.43633627,38.00407052,48.41792274,64.73323947,0,0,25.01602825,51.74018813,0,25.01602825,51.74018813,25.01602825,51.74018813,75.1492595,9.250285647,NaN,NaN,NaN,1.918628835,68,106,3.492154591,133.4245283,11.81026992,3.021692312,147.8322971,0,0,-0.111535845,NaN,NaN,0.035776331,0,0,AFF
466,68.45238095,0.054542056,0.063401869,0.016037383,0.007962617,0.119401869,0.008074766,0.103364486,0.107925234,0.182803738,0.253719626,NaN,NaN,218.5777778,218.5777778,13.07600837,16.36976775,13.07600837,16.36976775,13.07600837,16.36976775,38.00312388,41.31332851,41.33666367,0,0,25.0169532,28.34710122,0,25.0169532,28.34710122,25.0169532,28.34710122,44.64680396,NaN,NaN,NaN,NaN,2.745729675,46,106,4.2920541,163.5471698,36.13539742,4.582350258,218.6199137,0,0,-0.107997909,NaN,NaN,0.036727154,0,0,AFF
467,59.52380952,0.057420561,0.063401869,0.016037383,0.007962617,0.121420561,0.008074766,0.105383178,0.112897196,0.18482243,0.260186916,NaN,NaN,249.5384615,249.5384615,13.10359605,17.46441762,13.10359605,17.46441762,13.10359605,17.46441762,39.36472278,43.7948975,44.4161467,0,0,26.37693088,31.42379452,0,26.37693088,31.42379452,26.37693088,31.42379452,48.84622862,15.52397106,NaN,NaN,NaN,2.687133168,40,106,6.953494432,175.0471698,45.59603591,8.642523549,249.6353238,0,0,-0.126386024,NaN,NaN,0.036899246,5,4.716981132,AFF
468,41.66666667,0.06071028,0.064074766,0.019065421,0.009570093,0.122579439,0.009495327,0.103514019,0.109757009,0.186654206,0.267626168,NaN,NaN,263.5555556,263.9259259,13.6956093,22.19339517,15.2873549,23.78625562,16.69504657,25.19347292,41.18607286,49.70395748,47.66841498,1.596301818,3.000364704,27.52581665,34.00360991,1.414129149,25.93335834,32.41142695,24.52707683,31.00409633,56.18529702,NaN,NaN,NaN,NaN,NaN,28,106,276.6418106,178.9528302,146.6964614,427.6174672,382.0892857,1.44316926,6.010795671,-0.063569893,NaN,NaN,0.025772953,5,4.716981132,AFF
469,78.86904762,0.062766355,0.078691589,0.059700935,0.03035514,0.157757009,0.029345794,0.098056075,0.102168224,0.236448598,0.317607477,NaN,NaN,188.6538462,188.4807692,20.64762222,27.77497064,31.92911828,39.06520378,42.65923465,49.79103648,64.92318092,72.05780523,73.73111607,11.35956167,22.01954605,44.29290659,53.09842682,10.80116849,33.00726493,41.81552959,22.27727565,31.08028734,80.86541251,NaN,NaN,NaN,NaN,2.571404734,53,106,42.62893772,153.5849057,38.84608944,65.30572823,193.4101859,13.85758223,44.1802762,-0.036164241,NaN,NaN,0.027015731,7,6.603773585,AFF
470,71.42857143,0.064897196,0.067738318,0.024859813,0.012672897,0.127514019,0.012186916,0.102654206,0.100934579,0.195252336,0.275514019,NaN,NaN,209.8723404,209.212766,14.49475263,23.4839274,15.58002107,24.5693345,16.4524856,25.44160212,41.04593806,50.10694017,47.19810312,1.086823732,1.957748733,26.66083925,32.79755392,0.877564465,25.57555711,31.71286671,24.70537509,30.84060762,56.25534561,10.82743579,NaN,NaN,NaN,5.164181996,48,106,6.333353188,162.1037736,32.23891836,10.02048941,209.96788,1.226939167,3.92213693,-0.11261151,NaN,NaN,0.044476657,3,2.830188679,AFF
471,90.77380952,0.059514019,0.087439252,0.062317757,0.03128972,0.14482243,0.031028037,0.082504673,0.082280374,0.232261682,0.303738318,NaN,NaN,164.0833333,164.1666667,23.60492055,31.21849787,33.83826573,41.45336543,43.90451535,51.51868924,59.76680854,67.38336774,66.56686769,10.26069439,20.30044617,36.16854208,42.96773713,10.10421855,25.93730545,32.73751309,15.87377633,22.67020127,74.18333805,NaN,NaN,NaN,NaN,NaN,61,106,28.03824273,142.5471698,26.72558319,42.52092781,166.4616572,8.328275259,40.66535911,-0.019013688,NaN,NaN,0.029669463,22,20.75471698,AFF
472,67.5,0.058766355,0.07035514,0.028598131,0.014280374,0.129158879,0.014317757,0.100560748,0.101308411,0.199514019,0.273719626,NaN,NaN,220.8181818,220.8181818,13.64249837,20.3087391,13.91515131,20.5814754,14.23339141,20.89965051,40.9783486,47.65937331,50.34207015,0.27293863,0.590911522,27.37002552,36.73179179,0.31842469,27.09726973,36.45908912,26.77921285,36.14090099,57.02296147,NaN,NaN,NaN,NaN,NaN,45,106,63.3365013,166.9433962,53.82654828,88.56773937,229.7219663,0.149780844,1.182274843,-0.064307167,NaN,NaN,0.021603428,22,20.75471698,AFF
473,96.72619048,0.059140187,0.064747664,0.018803738,0.009420561,0.129121495,0.009383178,0.110317757,0.131252336,0.193869159,0.288261682,NaN,NaN,153.140625,153.140625,13.57647703,20.74023435,14.18593894,21.34982858,14.73277016,21.89654831,42.62557795,49.79701152,60.65663889,0.61167079,1.156316188,29.06529091,47.09565931,0.550774344,28.45609005,46.486591,27.90948179,45.93961683,67.82818285,NaN,NaN,NaN,NaN,NaN,65,106,35.81980387,136.6792453,30.77696476,52.65896401,157.2739946,0.699847618,2.318761321,-0.045584136,NaN,NaN,0.014871627,14,13.20754717,AFF
474,85.5,0.061831776,0.094280374,0.063252336,0.031775701,0.16717757,0.031476636,0.103925234,0.11128972,0.261457944,0.34635514,0.00201692,0.00198308,173.375,173.1428571,27.28881069,35.14461492,38.46853624,46.32573932,49.44896676,57.3052946,74.6250084,82.48217732,87.25003709,11.22049149,22.16098768,47.34109292,59.9651718,11.03374087,36.16501105,48.78999866,25.18377813,37.80596873,95.1071467,NaN,-5.745209543,10.35929379,-6.630699522,1.609727599,57,106,44.20591529,148.254717,37.13177662,60.57260107,178.9219203,11.12408932,44.41522004,-0.015001959,0.085499494,-0.095848847,0.020199169,23,21.69811321,AFF
475,58.03571429,0.071439252,0.093233645,0.06388785,0.032224299,0.168897196,0.031663551,0.105009346,0.111663551,0.262130841,0.351364486,0.002031215,0.001968785,258.7105263,258.7105263,26.24280999,37.6085514,37.66664795,49.03426219,48.74154013,60.10835777,74.60526648,85.97373174,85.97372927,11.50267107,22.50032703,48.37183675,59.73868609,11.17811026,36.95585838,48.32411822,25.87771137,37.24149147,97.34210988,NaN,-8.016746164,14.41033507,-9.140315196,2.069645997,39,106,2.501661498,179.3773585,47.74938279,3.740681141,258.7226212,15.98643262,45.18110836,-0.021232109,0.11926933,-0.133622699,0.026717152,0,0,AFF
476,63,0.057158879,0.072448598,0.028598131,0.014317757,0.132747664,0.014280374,0.104149533,0.109981308,0.205196262,0.280448598,NaN,NaN,235.6829268,235.6829268,13.08165116,18.07429027,13.08165116,18.07429027,13.08165116,18.07429027,38.2475595,43.29269981,47.4177607,0,0,25.26109541,34.42847013,0,25.26109541,34.42847013,25.26109541,34.42847013,52.46344024,12.26976928,NaN,NaN,NaN,NaN,42,106,44.12810565,172.4811321,48.16756657,66.71333731,239.7785055,0,0,-0.112125341,NaN,NaN,0.036877018,18,16.98113208,AFF
477,106.5,0.056485981,0.071663551,0.032074766,0.016299065,0.13364486,0.015775701,0.101570093,0.095775701,0.205308411,0.267588785,NaN,NaN,138.9285714,138.9285714,17.18042987,22.63080549,20.95148415,26.40376897,24.4098632,29.86027238,48.5879169,54.07158275,56.95970909,3.789538628,7.229727689,31.46810148,39.83573824,3.491841853,27.69854177,36.06723116,24.24568071,32.61028585,62.44296694,NaN,NaN,NaN,NaN,NaN,71,106,25.8193291,127.5849057,23.02631116,35.16296265,141.3074156,4.748725959,14.51110817,-0.078457076,NaN,NaN,0.038464241,23,21.69811321,AFF
478,61.5,0.055775701,0.070766355,0.02871028,0.014392523,0.128785047,0.014317757,0.100074766,0.096149533,0.199551402,0.262130841,NaN,NaN,244.975,244.975,16.17172829,21.17100532,18.32277035,23.32232401,20.4728911,25.47196643,43.32910008,48.37512021,51.30418149,2.165880524,4.301235959,27.23913096,35.20952639,2.180751484,25.08965612,33.06135191,22.9475164,30.91180924,56.35007154,12.96041693,NaN,NaN,NaN,3.213275038,41,106,7.985885987,166.8301887,48.48322601,12.76758305,245.1051305,3.364984683,8.647867967,-0.096805478,NaN,NaN,0.045112903,8,7.547169811,AFF
479,114,0.063663551,0.09588785,0.076074766,0.038130841,0.169682243,0.037943925,0.093607477,0.097383178,0.265570093,0.35353271,0.002015632,0.001984368,129.8533333,129.84,25.50099116,33.4173005,36.65914226,44.5798924,47.65711995,55.57553868,70.02677266,77.94670696,85.65349208,11.22462312,22.16041495,44.53604262,60.16161679,11.06819308,33.38128531,49.00678083,22.37980668,38.00319772,93.57335806,NaN,-7.614245592,12.45749709,-7.722434369,NaN,76,106,29.76875021,121.9811321,26.02402793,38.73716946,133.2218701,13.39720976,44.45323115,-0.026014558,0.107312077,-0.111000143,0.024254038,24,22.64150943,AFF
480,105.6547619,0.070056075,0.062280374,0.017233645,0.008485981,0.118056075,0.008747664,0.10082243,0.150542056,0.180336449,0.309943925,NaN,NaN,141.4,141.4,13.07098383,25.10134918,13.07098383,25.10134918,13.07098383,25.10134918,38.06057428,50.14287107,65.03015029,0,0,25.07155359,52.03664615,0,25.07155359,52.03664615,25.07155359,52.03664615,77.11429157,8.235342405,NaN,NaN,NaN,NaN,71,106,3.173101232,130.6981132,9.114053337,3.095280334,141.4355987,0,0,-0.10448598,NaN,NaN,0.033874514,0,0,AFF
481,71.42857143,0.065794393,0.094280374,0.061457944,0.030018692,0.159813084,0.031439252,0.09835514,0.10811215,0.254093458,0.346280374,0.001948333,0.002051667,209.9574468,209.9574468,30.83955358,38.28055083,42.83564264,50.28527071,55.47406752,62.91764937,79.17023466,86.61718825,90.12803341,12.09140237,24.63833188,48.34578015,59.30012494,12.7298327,36.34847015,47.30776303,23.71425905,34.66402733,97.57447462,3.183095762,-8.489512015,13.92593778,-8.711221348,2.897756372,48,106,2.895024689,161.6509434,32.37713386,3.467919409,209.9774051,18.50757309,49.45956695,-0.025173323,0.123627043,-0.120635294,0.031998928,0,0,AFF
482,147.9083665,0.055663551,0.092037383,0.087102804,0.043252336,0.172560748,0.043850467,0.085457944,0.093607477,0.264598131,0.347551402,0.001986607,0.002013393,100.8163265,100.8571429,23.69098713,30.65677804,35.26925023,42.23937983,47.01319798,53.98126004,68.07151247,75.0409081,82.29610113,11.62898869,23.3268012,44.39074339,58.61361089,11.78991805,32.8108744,47.03535235,21.06757467,35.28792161,89.26533638,NaN,-6.587166672,10.07697324,-6.365817338,NaN,99,106,30.39647769,100.1886792,29.37204698,42.84889302,105.2989912,11.98400624,46.74570795,-0.025760442,0.089476845,-0.086892571,0.024454251,29,27.35849057,AFF
483,66.96428571,0.065420561,0.096523364,0.087252336,0.043401869,0.180672897,0.043850467,0.093420561,0.09753271,0.277196262,0.368523364,0.001974879,0.002025121,224.7045455,224.7272727,26.23329269,35.7302018,37.73221492,47.23272692,49.50254981,59.00133083,74.70455187,84.20458372,90.45462469,11.55965161,23.27280675,48.48021136,64.22880141,11.82530885,36.98278111,52.73233495,25.20900677,40.95634681,99.95454714,NaN,-7.020258622,11.17917767,-6.453155864,1.410957921,45,106,8.779054478,150.6698113,48.26133233,5.040774791,224.8759759,13.22376885,46.65776721,-0.021332574,0.101557405,-0.094204841,0.018715015,1,0.943396226,AFF
484,92.26190476,0.055663551,0.09528972,0.074841121,0.038317757,0.157271028,0.036523364,0.082429907,0.096074766,0.252560748,0.330429907,NaN,NaN,159.7377049,159.2786885,24.91307347,32.08452765,34.22027451,41.39833043,42.78251715,49.95450116,62.03347181,69.21321353,73.44358134,9.339057487,17.87015138,37.13389568,48.54235469,8.605569122,27.82459887,39.234798,19.27454853,30.67676677,80.62297008,4.537004647,NaN,NaN,NaN,2.972619741,62,106,40.28541681,134.1886792,36.36006689,58.12911634,164.7393371,9.07958264,35.81477798,-0.030923416,NaN,NaN,0.036626438,10,9.433962264,AFF
485,68.45238095,0.047214953,0.111252336,0.087813084,0.044373832,0.178766355,0.043439252,0.090953271,0.10071028,0.290018692,0.368897196,0.002003478,0.001996522,218.5555556,218.5555556,34.84910375,42.55798801,47.31734013,55.02928538,59.71580839,67.42520624,84.31111423,92.0223201,96.60009502,12.53824882,24.86731636,49.47016982,61.75708333,12.49240542,37.00755324,49.2971422,24.61199004,36.89399508,104.3111136,1.788751016,-7.050393514,13.07776878,-8.748665592,2.506055398,46,106,4.271640619,157.4716981,40.08643102,4.580038886,218.5972959,17.68606818,49.89797059,-0.016333234,0.107137061,-0.122141633,0.031173941,0,0,AFF
486,59.52380952,0.056897196,0.097121495,0.086803738,0.043514019,0.17764486,0.04328972,0.090841121,0.097869159,0.274766355,0.36082243,0.001959,0.002041,249.5641026,249.5897436,25.37203811,33.87567096,37.2087086,45.72525012,49.56943999,58.07848613,74.05161722,82.56414256,90.28262754,11.92049501,24.20528517,48.69590895,64.92494428,12.42143852,36.85353446,53.08354491,24.4924113,40.71997947,98.7948745,3.869950213,-8.204746303,12.08985876,-6.895108613,1.535055583,40,106,7.29170541,168.9811321,49.31189173,9.237141995,249.6706035,15.50103367,48.5472187,-0.032016296,0.111669204,-0.100159167,0.020532216,4,3.773584906,AFF
487,68.45238095,0.060261682,0.102504673,0.093420561,0.046280374,0.17364486,0.047140187,0.080224299,0.09446729,0.276149533,0.36246729,0.001927506,0.002072494,218.9555556,218.9555556,29.74134143,38.38105719,43.33783021,51.98386171,57.93839996,66.58039226,76.26671316,84.91133895,91.88912961,13.66208505,28.20032713,46.53833162,62.15735284,14.665547,32.93921038,48.56253129,18.35037269,33.96036098,100.5333382,2.503749694,-6.744154541,10.79013215,-7.820546026,3.352410744,46,106,91.70531441,157.6415094,72.21775685,115.0549815,237.3844982,18.59963905,56.52795918,-0.023040323,0.094983574,-0.093944999,0.042875904,5,4.716981132,AFF
488,77.38095238,0.055925234,0.073457944,0.042392523,0.021607477,0.142803738,0.020785047,0.100411215,0.106691589,0.216261682,0.292859813,NaN,NaN,192.3921569,192.3921569,13.79046504,21.46839276,13.79046504,21.46839276,13.79046504,21.46839276,42.68913412,50.41181861,52.66918466,0,0,28.9726213,38.95007773,0,28.9726213,38.95007773,28.9726213,38.95007773,60.39220582,NaN,NaN,NaN,NaN,NaN,52,106,37.96338713,148.7735849,40.30050545,61.95218802,196.1019143,0,0,-0.098416285,NaN,NaN,0.028621467,6,5.660377358,AFF
489,78.86904762,0.059252336,0.07353271,0.04153271,0.021158879,0.13435514,0.020373832,0.09282243,0.090018692,0.20788785,0.279364486,NaN,NaN,189.3461538,189.3461538,14.12469267,23.48031179,14.12469267,23.48031179,14.12469267,23.48031179,39.0222798,48.46246399,45.20024779,0,0,25.0305201,31.18540007,0,25.0305201,31.18540007,25.0305201,31.18540007,54.63465555,11.76171821,NaN,NaN,NaN,6.178729404,53,106,39.58578057,147.6981132,40.43605796,42.68273919,193.4399132,0,0,-0.122849032,NaN,NaN,0.049408862,18,16.98113208,AFF
490,71.42857143,0.058841121,0.07211215,0.04153271,0.021158879,0.13435514,0.020373832,0.09282243,0.093495327,0.20646729,0.280299065,NaN,NaN,210.1702128,210.1702128,13.33534701,22.72045155,13.33534701,22.72045155,13.33534701,22.72045155,38.23686867,47.70286805,45.68755957,0,0,25.0276219,32.45814188,0,25.0276219,32.45814188,25.0276219,32.45814188,55.14896668,11.4602881,NaN,NaN,NaN,5.137695193,48,106,3.397866345,155.5943396,36.5843262,4.298414883,210.197678,0,0,-0.123881606,NaN,NaN,0.046958448,0,0,AFF
491,92.26190476,0.048261682,0.071551402,0.061457944,0.030766355,0.160037383,0.030691589,0.098579439,0.109009346,0.231588785,0.303028037,NaN,NaN,161.2459016,161.3606557,14.77758596,20.36423482,20.95456627,26.54414533,27.13508129,32.72377179,53.41000168,59.00006872,63.63954121,6.190676393,12.36087111,38.64098001,48.86978316,6.187193577,32.46064095,42.68972732,26.28020087,36.50897037,69.22953721,NaN,NaN,NaN,NaN,1.005086828,62,106,29.76391023,135.0566038,30.21793068,41.36740531,163.9699093,3.174241851,24.73874108,-0.031278496,NaN,NaN,0.009968545,21,19.81132075,AFF
492,66,0.05282243,0.088,0.072336449,0.036485981,0.15753271,0.035850467,0.085196262,0.103252336,0.24553271,0.324971963,NaN,NaN,225.9302326,225.9302326,24.12407229,31.11883033,33.05519887,40.05058179,41.72923891,48.72413743,60.11660193,67.11630647,73.25619435,8.95196455,17.60546174,36.00233714,49.14087365,8.709529771,27.07400296,40.21300129,18.40352816,31.5383591,80.2558228,NaN,NaN,NaN,NaN,2.241716203,44,106,59.71731678,160.6886792,56.59989758,85.54358664,233.6891694,7.532985494,35.26695606,-0.022082771,NaN,NaN,0.03042865,20,18.86792453,AFF
493,93,0.058018692,0.089158879,0.092560748,0.048149533,0.180971963,0.044411215,0.088411215,0.089233645,0.270130841,0.34564486,NaN,NaN,158.3278689,158.4098361,22.43239976,29.62472159,36.00595099,43.19905677,47.9894157,55.18203538,69.86922195,77.06562423,80.0166919,13.58349621,25.55751527,47.44414207,57.59104198,11.99754683,33.87054099,44.01839301,21.88889093,32.03434585,87.21312254,NaN,NaN,NaN,NaN,NaN,62,106,45.24640057,133.3773585,39.38281576,64.56206962,164.66618,6.954700891,51.13855831,-0.016288554,NaN,NaN,0.017007502,16,15.09433962,AFF
494,85.5,0.05188785,0.096859813,0.08411215,0.042093458,0.178392523,0.042018692,0.094280374,0.101794393,0.275252336,0.35117757,0.001992372,0.002007628,173.3571429,173.25,26.09326907,33.10965077,37.04000534,44.05797317,48.07373833,55.09087779,72.78572581,79.80360047,83.37504175,10.9907696,21.98222474,46.69848437,57.28680623,11.08248721,35.75424301,46.34360049,24.7188593,35.30569294,90.3928634,NaN,-6.087686986,10.24948557,-6.283762306,1.578935931,57,106,44.20949663,140.9716981,40.02197145,60.6374022,178.9055018,10.87392946,44.05548155,-0.01790328,0.08860516,-0.090805997,0.019137989,23,21.69811321,AFF
495,58.03571429,0.043588785,0.076672897,0.051850467,0.026056075,0.149981308,0.025794393,0.098130841,0.13353271,0.226654206,0.316971963,NaN,NaN,258.6842105,258.6842105,13.06917635,14.40306433,13.06917635,14.40306433,13.06917635,14.40306433,40.47676881,41.81839148,67.36959651,0,0,27.48671841,54.37680023,0,27.48671841,54.37680023,27.48671841,54.37680023,68.71151463,NaN,NaN,NaN,NaN,1.54735764,39,106,2.461335358,172.0943396,52.11222585,3.579627446,258.6959199,0,0,-0.10282521,NaN,NaN,0.030747238,0,0,AFF
496,63,0.041196262,0.081383178,0.084934579,0.042280374,0.179514019,0.042654206,0.094579439,0.098504673,0.260897196,0.330130841,0.001966874,0.002033126,235.7073171,236.0487805,17.1193632,20.82364801,28.23246322,31.93987882,39.71254916,43.41903959,64.73171539,68.4390593,75.04888681,11.23893451,22.61032581,47.64038252,57.95502076,11.58078982,36.52200309,46.83900285,25.03203911,35.34516313,78.75616547,NaN,-11.41008109,15.54048511,-8.683709615,2.027500258,42,106,44.21579229,165.2075472,52.00141093,66.93375456,239.8186307,17.41303725,45.43005014,-0.054855676,0.145384465,-0.127557057,0.024697508,18,16.98113208,AFF
497,106.5,0.04964486,0.077345794,0.04788785,0.024149533,0.141271028,0.023738318,0.093383178,0.100261682,0.218616822,0.286654206,NaN,NaN,139.0571429,139.5142857,18.09825262,22.81325648,22.45593012,27.17216158,26.64234398,31.35727359,50.501932,55.2429325,61.33026858,4.379316438,8.544264116,32.45091182,43.27669811,4.227471645,28.09581667,38.92309497,23.91598051,34.73819382,66.07147661,NaN,NaN,NaN,NaN,NaN,71,106,25.50343714,125.4339623,23.60813921,34.78460139,141.3764984,5.512549348,17.1510522,-0.067307239,NaN,NaN,0.038419103,23,21.69811321,AFF
